32999,-0.20166
33001,-0.205078
33002,-0.205078
33003,-0.20166
33004,-0.205078
33005,-0.205078
33006,-0.20166
33007,-0.205078
33008,-0.206787
33009,-0.20166
33010,-0.20166
33011,-0.206787
33012,-0.205078
33013,-0.20166
33014,-0.203369
33015,-0.208496
33016,-0.203369
33017,-0.203369
33018,-0.205078
33019,-0.205078
33020,-0.199951
33021,-0.206787
33022,-0.206787
33023,-0.20166
33024,-0.20166
33025,-0.206787
33026,-0.20166
33027,-0.203369
33028,-0.205078
33029,-0.205078
33030,-0.20166
33031,-0.203369
33032,-0.206787
33033,-0.203369
33034,-0.199951
33035,-0.205078
33036,-0.205078
33037,-0.203369
33038,-0.205078
33039,-0.203369
33040,-0.203369
33041,-0.20166
33042,-0.206787
33043,-0.205078
33044,-0.199951
33045,-0.208496
33046,-0.20166
33047,-0.203369
33048,-0.203369
33049,-0.206787
33050,-0.199951
33051,-0.20166
33052,-0.208496
33053,-0.205078
33054,-0.199951
33055,-0.205078
33056,-0.205078
33057,-0.20166
33058,-0.20166
33059,-0.205078
33060,-0.206787
33061,-0.198242
33062,-0.206787
33063,-0.206787
33064,-0.203369
33065,-0.203369
33066,-0.205078
33067,-0.203369
33068,-0.20166
33069,-0.203369
33070,-0.206787
33071,-0.199951
33072,-0.206787
33073,-0.206787
33074,-0.199951
33075,-0.205078
33076,-0.205078
33077,-0.205078
33078,-0.20166
33079,-0.203369
33080,-0.206787
33081,-0.199951
33082,-0.205078
33083,-0.206787
33084,-0.203369
33085,-0.20166
33086,-0.205078
33087,-0.206787
33088,-0.20166
33089,-0.203369
33090,-0.208496
33091,-0.20166
33092,-0.203369
33093,-0.205078
33094,-0.205078
33095,-0.199951
33096,-0.203369
33097,-0.208496
33098,-0.20166
33099,-0.20166
33100,-0.206787
33101,-0.20166
33102,-0.20166
33103,-0.203369
33104,-0.205078
33105,-0.20166
33106,-0.203369
33107,-0.205078
33108,-0.203369
33109,-0.199951
33110,-0.205078
33111,-0.20166
33112,-0.20166
33113,-0.20166
33114,-0.206787
33115,-0.20166
33116,-0.20166
33117,-0.206787
33118,-0.205078
33119,-0.20166
33120,-0.205078
33121,-0.205078
33122,-0.20166
33123,-0.203369
33124,-0.205078
33125,-0.205078
33126,-0.199951
33127,-0.205078
33128,-0.205078
33129,-0.20166
33130,-0.20166
33131,-0.205078
33132,-0.205078
33133,-0.20166
33134,-0.205078
33135,-0.205078
33136,-0.199951
33137,-0.203369
33138,-0.206787
