99799,-0.182861
99801,-0.177734
99802,-0.174316
99803,-0.182861
99804,-0.18457
99805,-0.179443
99806,-0.182861
99807,-0.177734
99808,-0.179443
99809,-0.18457
99810,-0.182861
99811,-0.176025
99812,-0.176025
99813,-0.182861
99814,-0.186279
99815,-0.179443
99816,-0.179443
99817,-0.177734
99818,-0.179443
99819,-0.182861
99820,-0.182861
99821,-0.176025
99822,-0.176025
99823,-0.182861
99824,-0.187988
99825,-0.177734
99826,-0.179443
99827,-0.177734
99828,-0.181152
99829,-0.181152
99830,-0.182861
99831,-0.177734
99832,-0.176025
99833,-0.181152
99834,-0.18457
99835,-0.179443
99836,-0.177734
99837,-0.177734
99838,-0.179443
99839,-0.182861
99840,-0.186279
99841,-0.177734
99842,-0.177734
99843,-0.181152
99844,-0.186279
99845,-0.179443
99846,-0.177734
99847,-0.177734
99848,-0.181152
99849,-0.182861
99850,-0.182861
99851,-0.179443
99852,-0.172607
99853,-0.179443
99854,-0.18457
99855,-0.181152
99856,-0.176025
99857,-0.176025
99858,-0.179443
99859,-0.182861
99860,-0.182861
99861,-0.181152
99862,-0.174316
99863,-0.181152
99864,-0.18457
99865,-0.182861
99866,-0.176025
99867,-0.176025
99868,-0.182861
99869,-0.182861
99870,-0.179443
99871,-0.179443
99872,-0.176025
99873,-0.179443
99874,-0.18457
99875,-0.18457
99876,-0.176025
99877,-0.176025
99878,-0.182861
99879,-0.18457
99880,-0.182861
99881,-0.177734
99882,-0.179443
99883,-0.176025
99884,-0.186279
99885,-0.182861
99886,-0.176025
99887,-0.174316
99888,-0.182861
99889,-0.182861
99890,-0.181152
99891,-0.177734
99892,-0.181152
99893,-0.177734
99894,-0.18457
99895,-0.18457
99896,-0.176025
99897,-0.174316
99898,-0.182861
99899,-0.182861
99900,-0.179443
99901,-0.179443
99902,-0.177734
99903,-0.179443
99904,-0.179443
99905,-0.182861
99906,-0.179443
99907,-0.172607
99908,-0.181152
99909,-0.182861
99910,-0.177734
99911,-0.174316
99912,-0.177734
99913,-0.181152
99914,-0.182861
99915,-0.182861
99916,-0.179443
99917,-0.176025
99918,-0.177734
99919,-0.186279
99920,-0.179443
99921,-0.174316
99922,-0.177734
99923,-0.179443
99924,-0.181152
99925,-0.182861
99926,-0.177734
99927,-0.176025
99928,-0.177734
99929,-0.18457
99930,-0.182861
99931,-0.176025
99932,-0.179443
99933,-0.179443
99934,-0.181152
99935,-0.181152
99936,-0.177734
99937,-0.174316
99938,-0.181152
99939,-0.18457
99940,-0.182861
99941,-0.174316
99942,-0.177734
99943,-0.182861
99944,-0.18457
99945,-0.179443
99946,-0.179443
