73199,-0.34375
73201,-0.34375
73202,-0.34375
73203,-0.346436
73204,-0.34375
73205,-0.34375
73206,-0.34375
73207,-0.34375
73208,-0.346436
73209,-0.34375
73210,-0.34375
73211,-0.34375
73212,-0.346436
73213,-0.346436
73214,-0.34375
73215,-0.34375
73216,-0.34375
73217,-0.34375
73218,-0.346436
73219,-0.34375
73220,-0.34375
73221,-0.34375
73222,-0.346436
73223,-0.346436
73224,-0.34375
73225,-0.34375
73226,-0.34375
73227,-0.346436
73228,-0.346436
73229,-0.34375
73230,-0.34375
73231,-0.34375
73232,-0.346436
73233,-0.346436
73234,-0.34375
73235,-0.34375
73236,-0.34375
73237,-0.346436
73238,-0.346436
73239,-0.34375
73240,-0.34375
73241,-0.34375
73242,-0.34375
73243,-0.346436
73244,-0.34375
73245,-0.34375
73246,-0.34375
73247,-0.346436
73248,-0.346436
73249,-0.346436
73250,-0.34375
73251,-0.34375
73252,-0.346436
73253,-0.346436
73254,-0.34375
73255,-0.34375
73256,-0.34375
73257,-0.34375
73258,-0.346436
73259,-0.34375
73260,-0.34375
73261,-0.34375
73262,-0.346436
73263,-0.346436
73264,-0.34375
73265,-0.34375
73266,-0.34375
73267,-0.34375
73268,-0.346436
73269,-0.34375
73270,-0.34375
73271,-0.34375
73272,-0.346436
73273,-0.346436
73274,-0.34375
73275,-0.34375
73276,-0.34375
73277,-0.346436
73278,-0.346436
73279,-0.34375
73280,-0.34375
73281,-0.34375
73282,-0.34375
73283,-0.346436
73284,-0.34375
73285,-0.34375
73286,-0.34375
73287,-0.346436
73288,-0.346436
73289,-0.34375
73290,-0.34375
73291,-0.34375
73292,-0.34375
73293,-0.346436
73294,-0.34375
73295,-0.34375
73296,-0.34375
73297,-0.34375
73298,-0.346436
73299,-0.34375
73300,-0.34375
73301,-0.34375
73302,-0.34375
73303,-0.346436
73304,-0.34375
73305,-0.34375
73306,-0.34375
73307,-0.34375
73308,-0.346436
73309,-0.34375
73310,-0.34375
73311,-0.34375
73312,-0.346436
73313,-0.346436
73314,-0.34375
73315,-0.34375
73316,-0.34375
73317,-0.34375
73318,-0.34375
73319,-0.34375
73320,-0.34375
73321,-0.34375
73322,-0.34375
73323,-0.346436
73324,-0.34375
73325,-0.34375
73326,-0.34375
73327,-0.34375
73328,-0.346436
73329,-0.34375
73330,-0.34375
73331,-0.34375
73332,-0.34375
73333,-0.346436
73334,-0.34375
73335,-0.34375
73336,-0.34375
73337,-0.34375
73338,-0.346436
73339,-0.34375
73340,-0.34375
73341,-0.34375
73342,-0.346436
73343,-0.346436
73344,-0.34375
73345,-0.34375
73346,-0.34375
73347,-0.346436
73348,-0.346436
73349,-0.34375
73350,-0.34375
73351,-0.34375
73352,-0.346436
73353,-0.346436
73354,-0.34375
73355,-0.34375
73356,-0.34375
73357,-0.34375
73358,-0.346436
73359,-0.34375
73360,-0.34375
73361,-0.34375
73362,-0.34375
73363,-0.346436
73364,-0.34375
73365,-0.34375
73366,-0.34375
73367,-0.346436
73368,-0.346436
73369,-0.34375
73370,-0.34375
73371,-0.34375
73372,-0.346436
73373,-0.346436
73374,-0.34375
73375,-0.34375
73376,-0.34375
73377,-0.34375
73378,-0.346436
73379,-0.34375
73380,-0.34375
73381,-0.34375
73382,-0.346436
73383,-0.346436
73384,-0.34375
73385,-0.34375
73386,-0.34375
73387,-0.346436
73388,-0.346436
73389,-0.34375
73390,-0.34375
73391,-0.34375
73392,-0.34375
73393,-0.346436
73394,-0.34375
73395,-0.34375
73396,-0.34375
73397,-0.34375
73398,-0.346436
73399,-0.34375
73400,-0.34375
73401,-0.34375
73402,-0.346436
73403,-0.346436
73404,-0.34375
73405,-0.34375
73406,-0.34375
73407,-0.34375
73408,-0.346436
73409,-0.34375
73410,-0.34375
73411,-0.34375
73412,-0.34375
73413,-0.346436
73414,-0.34375
73415,-0.34375
73416,-0.34375
73417,-0.34375
73418,-0.346436
73419,-0.34375
73420,-0.34375
73421,-0.34375
73422,-0.34375
73423,-0.346436
73424,-0.34375
73425,-0.34375
73426,-0.34375
73427,-0.34375
73428,-0.346436
73429,-0.34375
73430,-0.34375
73431,-0.34375
73432,-0.34375
73433,-0.346436
73434,-0.34375
73435,-0.34375
73436,-0.34375
73437,-0.34375
73438,-0.346436
73439,-0.34375
73440,-0.34375
73441,-0.34375
73442,-0.34375
73443,-0.346436
73444,-0.34375
73445,-0.34375
73446,-0.34375
73447,-0.34375
73448,-0.346436
73449,-0.34375
73450,-0.34375
73451,-0.34375
73452,-0.34375
73453,-0.346436
73454,-0.34375
73455,-0.34375
73456,-0.34375
73457,-0.34375
73458,-0.34375
73459,-0.34375
73460,-0.34375
73461,-0.34375
73462,-0.34375
73463,-0.346436
73464,-0.34375
73465,-0.34375
73466,-0.34375
73467,-0.34375
73468,-0.346436
73469,-0.34375
73470,-0.34375
73471,-0.34375
73472,-0.34375
73473,-0.346436
73474,-0.34375
73475,-0.34375
73476,-0.34375
73477,-0.34375
73478,-0.346436
73479,-0.34375
73480,-0.34375
73481,-0.34375
73482,-0.34375
73483,-0.346436
73484,-0.34375
73485,-0.34375
73486,-0.34375
73487,-0.34375
73488,-0.346436
73489,-0.34375
73490,-0.34375
73491,-0.34375
73492,-0.34375
73493,-0.346436
73494,-0.34375
73495,-0.34375
73496,-0.34375
73497,-0.34375
73498,-0.34375
73499,-0.34375
73500,-0.34375
73501,-0.34375
73502,-0.34375
73503,-0.34375
73504,-0.34375
73505,-0.34375
73506,-0.34375
73507,-0.34375
73508,-0.346436
73509,-0.34375
73510,-0.34375
73511,-0.34375
73512,-0.34375
73513,-0.34375
73514,-0.34375
73515,-0.34375
73516,-0.34375
73517,-0.34375
73518,-0.346436
73519,-0.34375
73520,-0.34375
73521,-0.34375
73522,-0.34375
73523,-0.34375
73524,-0.34375
73525,-0.34375
73526,-0.34375
73527,-0.34375
73528,-0.346436
73529,-0.34375
73530,-0.34375
73531,-0.34375
73532,-0.34375
73533,-0.346436
73534,-0.34375
73535,-0.34375
73536,-0.34375
73537,-0.34375
73538,-0.346436
73539,-0.34375
73540,-0.34375
73541,-0.34375
73542,-0.346436
73543,-0.346436
73544,-0.34375
73545,-0.34375
73546,-0.34375
73547,-0.34375
73548,-0.34375
73549,-0.34375
73550,-0.34375
73551,-0.34375
