,CURRENT|1
0,-0.375977
1,-0.340088
2,-0.37085
3,-0.367432
4,-0.338379
5,-0.379395
6,-0.357178
7,-0.345215
8,-0.381104
9,-0.346924
10,-0.355469
11,-0.381104
12,-0.341797
13,-0.365723
14,-0.374268
15,-0.338379
16,-0.377686
17,-0.362305
18,-0.341797
19,-0.381104
20,-0.35376
21,-0.348633
22,-0.382812
23,-0.343506
24,-0.360596
25,-0.379395
26,-0.340088
27,-0.367432
28,-0.372559
29,-0.340088
30,-0.377686
31,-0.364014
32,-0.345215
33,-0.382812
34,-0.35376
35,-0.350342
36,-0.384521
37,-0.343506
38,-0.360596
39,-0.379395
40,-0.341797
41,-0.37085
42,-0.37085
43,-0.340088
44,-0.379395
45,-0.360596
46,-0.346924
47,-0.384521
48,-0.352051
49,-0.355469
50,-0.382812
51,-0.341797
52,-0.364014
53,-0.377686
54,-0.340088
55,-0.372559
56,-0.369141
57,-0.341797
58,-0.377686
59,-0.358887
60,-0.346924
61,-0.384521
62,-0.350342
63,-0.355469
64,-0.381104
65,-0.346924
66,-0.362305
67,-0.379395
68,-0.340088
69,-0.374268
70,-0.37085
71,-0.340088
72,-0.379395
73,-0.364014
74,-0.346924
75,-0.384521
76,-0.352051
77,-0.35376
78,-0.384521
79,-0.346924
80,-0.362305
81,-0.379395
82,-0.343506
83,-0.372559
84,-0.374268
85,-0.343506
86,-0.382812
87,-0.367432
88,-0.346924
89,-0.382812
90,-0.358887
91,-0.35376
92,-0.384521
93,-0.348633
94,-0.362305
95,-0.381104
96,-0.348633
97,-0.37085
98,-0.375977
99,-0.345215
100,-0.375977
101,-0.365723
102,-0.346924
103,-0.384521
104,-0.357178
105,-0.352051
106,-0.38623
107,-0.348633
108,-0.360596
109,-0.381104
110,-0.346924
111,-0.372559
112,-0.375977
113,-0.343506
114,-0.379395
115,-0.365723
116,-0.348633
117,-0.384521
118,-0.35376
119,-0.355469
120,-0.38623
121,-0.345215
122,-0.365723
123,-0.381104
124,-0.345215
125,-0.377686
126,-0.37085
127,-0.345215
128,-0.384521
129,-0.360596
130,-0.350342
131,-0.38623
132,-0.350342
133,-0.362305
134,-0.382812
135,-0.346924
136,-0.37085
137,-0.375977
138,-0.345215
139,-0.379395
140,-0.365723
141,-0.348633
142,-0.387939
143,-0.355469
144,-0.357178
145,-0.38623
146,-0.346924
147,-0.367432
148,-0.381104
149,-0.343506
150,-0.377686
151,-0.372559
152,-0.345215
153,-0.384521
154,-0.360596
155,-0.352051
156,-0.384521
157,-0.350342
158,-0.362305
159,-0.382812
160,-0.346924
161,-0.374268
162,-0.375977
163,-0.346924
164,-0.382812
165,-0.365723
166,-0.350342
167,-0.38623
168,-0.355469
169,-0.358887
170,-0.38623
171,-0.348633
172,-0.369141
173,-0.382812
174,-0.345215
175,-0.377686
176,-0.37085
177,-0.346924
178,-0.384521
179,-0.360596
180,-0.35376
181,-0.387939
182,-0.352051
183,-0.362305
184,-0.38623
185,-0.348633
186,-0.374268
187,-0.377686
188,-0.346924
189,-0.382812
190,-0.369141
191,-0.350342
192,-0.38623
193,-0.358887
194,-0.358887
195,-0.387939
196,-0.348633
197,-0.367432
198,-0.382812
199,-0.348633
200,-0.381104
201,-0.374268
202,-0.348633
203,-0.384521
204,-0.365723
205,-0.35376
206,-0.389648
207,-0.357178
208,-0.360596
209,-0.387939
210,-0.346924
211,-0.369141
212,-0.381104
213,-0.345215
214,-0.381104
215,-0.374268
216,-0.350342
217,-0.389648
218,-0.362305
219,-0.35376
220,-0.38623
221,-0.352051
222,-0.362305
223,-0.38623
224,-0.346924
225,-0.375977
226,-0.377686
227,-0.345215
228,-0.382812
229,-0.365723
230,-0.350342
231,-0.38623
232,-0.357178
233,-0.357178
234,-0.38623
235,-0.350342
236,-0.369141
237,-0.381104
238,-0.345215
239,-0.379395
240,-0.372559
241,-0.346924
242,-0.382812
243,-0.358887
244,-0.350342
245,-0.38623
246,-0.350342
247,-0.360596
248,-0.384521
249,-0.345215
250,-0.374268
251,-0.374268
252,-0.345215
253,-0.382812
254,-0.365723
255,-0.348633
256,-0.38623
257,-0.355469
258,-0.357178
259,-0.38623
260,-0.348633
261,-0.369141
262,-0.381104
263,-0.346924
264,-0.379395
265,-0.372559
266,-0.346924
267,-0.384521
268,-0.358887
269,-0.35376
270,-0.387939
271,-0.350342
272,-0.364014
273,-0.382812
274,-0.348633
275,-0.374268
276,-0.377686
277,-0.345215
278,-0.382812
279,-0.365723
280,-0.352051
281,-0.38623
282,-0.355469
283,-0.358887
284,-0.38623
285,-0.350342
286,-0.369141
287,-0.381104
288,-0.348633
289,-0.381104
290,-0.37085
291,-0.350342
292,-0.384521
293,-0.360596
294,-0.35376
295,-0.387939
296,-0.350342
297,-0.362305
298,-0.384521
299,-0.348633
300,-0.374268
301,-0.375977
302,-0.346924
303,-0.381104
304,-0.365723
305,-0.350342
306,-0.384521
307,-0.357178
308,-0.355469
309,-0.387939
310,-0.348633
311,-0.365723
312,-0.381104
313,-0.346924
314,-0.375977
315,-0.372559
316,-0.345215
317,-0.382812
318,-0.365723
319,-0.346924
320,-0.38623
321,-0.35376
322,-0.357178
323,-0.384521
324,-0.346924
325,-0.367432
326,-0.379395
327,-0.345215
328,-0.379395
329,-0.372559
330,-0.346924
331,-0.384521
332,-0.360596
333,-0.352051
334,-0.38623
335,-0.350342
336,-0.364014
337,-0.384521
338,-0.346924
339,-0.372559
340,-0.375977
341,-0.346924
342,-0.382812
343,-0.365723
344,-0.350342
345,-0.38623
346,-0.355469
347,-0.357178
348,-0.38623
349,-0.348633
350,-0.367432
351,-0.381104
352,-0.345215
353,-0.377686
354,-0.37085
355,-0.346924
356,-0.384521
357,-0.358887
358,-0.350342
359,-0.38623
360,-0.352051
361,-0.362305
362,-0.382812
363,-0.345215
364,-0.372559
365,-0.375977
366,-0.346924
367,-0.382812
368,-0.367432
369,-0.350342
370,-0.387939
371,-0.357178
372,-0.357178
373,-0.38623
374,-0.350342
375,-0.369141
376,-0.382812
377,-0.346924
378,-0.377686
379,-0.372559
380,-0.348633
381,-0.384521
382,-0.362305
383,-0.35376
384,-0.387939
385,-0.352051
386,-0.362305
387,-0.384521
388,-0.348633
389,-0.369141
390,-0.379395
391,-0.346924
392,-0.379395
393,-0.372559
394,-0.346924
395,-0.384521
396,-0.358887
397,-0.352051
398,-0.38623
399,-0.352051
400,-0.362305
401,-0.384521
402,-0.348633
403,-0.374268
404,-0.377686
405,-0.346924
406,-0.381104
407,-0.365723
408,-0.350342
409,-0.38623
410,-0.355469
411,-0.357178
412,-0.38623
413,-0.346924
414,-0.369141
415,-0.382812
416,-0.345215
417,-0.379395
418,-0.372559
419,-0.348633
420,-0.384521
421,-0.364014
422,-0.352051
423,-0.387939
424,-0.35376
425,-0.360596
426,-0.384521
427,-0.348633
428,-0.37085
429,-0.379395
430,-0.346924
431,-0.379395
432,-0.369141
433,-0.346924
434,-0.387939
435,-0.360596
436,-0.352051
437,-0.387939
438,-0.352051
439,-0.364014
440,-0.384521
441,-0.346924
442,-0.374268
443,-0.377686
444,-0.346924
445,-0.382812
446,-0.367432
447,-0.350342
448,-0.387939
449,-0.357178
450,-0.355469
451,-0.387939
452,-0.350342
453,-0.369141
454,-0.382812
455,-0.345215
456,-0.379395
457,-0.372559
458,-0.346924
459,-0.387939
460,-0.362305
461,-0.35376
462,-0.38623
463,-0.35376
464,-0.364014
465,-0.384521
466,-0.346924
467,-0.375977
468,-0.379395
469,-0.346924
470,-0.382812
471,-0.367432
472,-0.350342
473,-0.38623
474,-0.358887
475,-0.358887
476,-0.387939
477,-0.352051
478,-0.372559
479,-0.382812
480,-0.346924
481,-0.379395
482,-0.377686
483,-0.350342
484,-0.389648
485,-0.367432
486,-0.355469
487,-0.391357
488,-0.358887
489,-0.364014
490,-0.393066
491,-0.355469
492,-0.372559
493,-0.389648
494,-0.352051
495,-0.382812
496,-0.381104
497,-0.352051
498,-0.391357
499,-0.37085
500,-0.357178
501,-0.394775
502,-0.362305
503,-0.365723
504,-0.393066
505,-0.35376
506,-0.375977
507,-0.387939
508,-0.35376
509,-0.384521
510,-0.382812
511,-0.35376
512,-0.389648
513,-0.37085
514,-0.357178
515,-0.394775
516,-0.360596
517,-0.367432
518,-0.393066
519,-0.355469
520,-0.377686
521,-0.387939
522,-0.352051
523,-0.381104
524,-0.382812
525,-0.352051
526,-0.393066
