Name	Scope Project1	
File	C:\Users\De_Zhao\Desktop\08-12-2021\L025_400to500_s100-10.csv	
Starttime of export	132835168129430000	Donnerstag, 9. Dezember 2021	10:46:52.943
Endtime of export	132835168265390245	Donnerstag, 9. Dezember 2021	10:47:06.539


Name	current
SymbolComment	
Data-Type	REAL64
SampleTime	10
VariableSize	8
SymbolBased	True
IndexGroup	16448
IndexOffset	422320
SymbolName	Measurement_Values.Current_To_Torque_Characteristic.current
NetID	5.27.164.74.1.1
Port	851
Offset	0
ScaleFactor	1
BitMask	0xffffffffffffffff
Unit	(None)
Unit ScaleFactor	1
Unit Offset	0


0	-0.9758
10	-0.74620000000000009
20	-0.80359999999999987
30	-0.861
40	-0.6888
50	-0.51660000000000006
60	-0.3444
70	0
80	0.2296
90	0.6888
100	1.148
110	1.2628000000000001
120	1.435
130	1.6071999999999997
140	1.4924000000000002
150	1.2628000000000001
160	1.435
170	1.5498
180	1.2628000000000001
190	1.2054
200	1.2054
210	1.2628000000000001
220	1.435
230	1.2628000000000001
240	1.435
250	1.6071999999999997
260	1.6071999999999997
270	1.5498
280	1.3776
290	1.2628000000000001
300	1.3202
310	1.435
320	1.3776
330	1.4924000000000002
340	1.2628000000000001
350	1.3776
360	1.3776
370	1.3202
380	1.3202
390	1.148
400	1.2628000000000001
410	1.3776
420	1.3202
430	1.3202
440	1.2628000000000001
450	1.435
460	1.3202
470	1.3202
480	1.2628000000000001
490	1.3202
500	1.3776
510	1.2054
520	1.2628000000000001
530	1.3202
540	1.3202
550	1.2054
560	1.148
570	1.3202
580	1.3202
590	1.2054
600	1.0906
610	1.2628000000000001
620	1.2628000000000001
630	1.2054
640	1.148
650	1.2628000000000001
660	1.2054
670	1.2054
680	1.2054
690	1.3202
700	1.435
710	1.2054
720	1.3202
730	1.3202
740	1.435
750	1.3202
760	1.2054
770	1.435
780	1.435
790	1.2054
800	1.2628000000000001
810	1.2628000000000001
820	1.3776
830	1.2054
840	1.2054
850	1.2628000000000001
860	1.2054
870	1.2054
880	1.2054
890	1.435
900	1.3776
910	1.2054
920	1.3202
930	1.435
940	1.435
950	1.3776
960	1.2628000000000001
970	1.4924000000000002
980	1.435
990	1.3202
1000	1.2628000000000001
1010	1.3202
1020	1.435
1030	1.2054
1040	1.2628000000000001
1050	1.3202
1060	1.2628000000000001
1070	1.2054
1080	1.0906
1090	1.2054
1100	1.3202
1110	1.0906
1120	1.2628000000000001
1130	1.2054
1140	1.3202
1150	1.148
1160	1.0332000000000001
1170	0.9758
1180	1.2054
1190	1.0332000000000001
1200	0.9758
1210	0.9184
1220	0.80359999999999987
1230	0.9184
1240	0.9184
1250	0.9758
1260	0.9758
1270	0.74620000000000009
1280	0.74620000000000009
1290	0.74620000000000009
1300	0.861
1310	0.74620000000000009
1320	0.9184
1330	0.80359999999999987
1340	1.0332000000000001
1350	1.3776
1360	1.2628000000000001
1370	0.9184
1380	0.9184
1390	1.0906
1400	1.3202
1410	1.5498
1420	1.722
1430	1.6645999999999999
1440	1.7793999999999999
1450	1.8942
1460	1.9516
1470	1.9516
1480	2.0664000000000002
1490	2.0090000000000003
1500	2.1812
1510	2.1812
1520	2.2386
1530	2.296
1540	2.3533999999999997
1550	2.3533999999999997
1560	2.5256000000000003
1570	2.4682
1580	2.5829999999999997
1590	2.5829999999999997
1600	2.5256000000000003
1610	2.5829999999999997
1620	2.6404
1630	2.6404
1640	2.6978
1650	2.6404
1660	2.6404
1670	2.5829999999999997
1680	2.5829999999999997
1690	2.2386
1700	1.722
1710	1.2054
1720	0.9758
1730	0.9758
1740	0.9184
1750	0.80359999999999987
1760	0.40179999999999994
1770	0.1148
1780	-0.287
1790	-0.74620000000000009
1800	-1.3202
1810	-1.5498
1820	-1.6071999999999997
1830	-1.6071999999999997
1840	-1.3776
1850	-1.3776
1860	-1.435
1870	-1.148
1880	-1.3776
1890	-1.435
1900	-1.4924000000000002
1910	-1.4924000000000002
1920	-1.5498
1930	-1.6645999999999999
1940	-1.5498
1950	-1.5498
1960	-1.4924000000000002
1970	-1.5498
1980	-1.6071999999999997
1990	-1.6071999999999997
2000	-1.3776
2010	-1.435
2020	-1.4924000000000002
2030	-1.6645999999999999
2040	-1.6645999999999999
2050	-1.435
2060	-1.435
2070	-1.4924000000000002
2080	-1.6071999999999997
2090	-1.4924000000000002
2100	-1.3202
2110	-1.3202
2120	-1.4924000000000002
2130	-1.435
2140	-1.3202
2150	-1.2628000000000001
2160	-1.4924000000000002
2170	-1.3202
2180	-1.2628000000000001
2190	-1.2628000000000001
2200	-1.3776
2210	-1.3202
2220	-1.2628000000000001
2230	-1.3202
2240	-1.435
2250	-1.3202
2260	-1.3202
2270	-1.2628000000000001
2280	-1.3776
2290	-1.3776
2300	-1.148
2310	-1.2054
2320	-1.2628000000000001
2330	-1.2628000000000001
2340	-1.148
2350	-1.148
2360	-1.3202
2370	-1.2054
2380	-1.2628000000000001
2390	-1.2054
2400	-1.4924000000000002
2410	-1.3776
2420	-1.3202
2430	-1.2628000000000001
2440	-1.4924000000000002
2450	-1.3776
2460	-1.2628000000000001
2470	-1.2628000000000001
2480	-1.4924000000000002
2490	-1.3776
2500	-1.148
2510	-1.2628000000000001
2520	-1.2628000000000001
2530	-1.2054
2540	-1.148
2550	-1.0906
2560	-1.3202
2570	-1.2054
2580	-1.2628000000000001
2590	-1.148
2600	-1.3202
2610	-1.2628000000000001
2620	-1.148
2630	-1.2054
2640	-1.435
2650	-1.3776
2660	-1.3202
2670	-1.2054
