,CURRENT|2
0,-0.469971
1,-0.461426
2,-0.463135
3,-0.463135
4,-0.463135
5,-0.461426
6,-0.461426
7,-0.459717
8,-0.463135
9,-0.463135
10,-0.463135
11,-0.463135
12,-0.463135
13,-0.463135
14,-0.463135
15,-0.464844
16,-0.461426
17,-0.463135
18,-0.463135
19,-0.464844
20,-0.459717
21,-0.463135
22,-0.459717
23,-0.463135
24,-0.464844
25,-0.463135
26,-0.461426
27,-0.463135
28,-0.463135
29,-0.463135
30,-0.466553
31,-0.466553
32,-0.463135
33,-0.463135
34,-0.461426
35,-0.461426
36,-0.461426
37,-0.464844
38,-0.464844
39,-0.459717
40,-0.466553
41,-0.459717
42,-0.468262
43,-0.466553
44,-0.461426
45,-0.464844
46,-0.463135
47,-0.463135
48,-0.461426
49,-0.463135
50,-0.463135
51,-0.461426
52,-0.463135
53,-0.463135
54,-0.463135
55,-0.461426
56,-0.461426
57,-0.459717
58,-0.461426
59,-0.463135
60,-0.463135
61,-0.463135
62,-0.463135
63,-0.463135
64,-0.461426
65,-0.461426
66,-0.464844
67,-0.469971
68,-0.461426
69,-0.459717
70,-0.463135
71,-0.461426
72,-0.466553
73,-0.463135
74,-0.461426
75,-0.468262
76,-0.468262
77,-0.461426
78,-0.468262
79,-0.459717
80,-0.461426
81,-0.461426
82,-0.466553
83,-0.461426
84,-0.463135
85,-0.461426
86,-0.463135
87,-0.463135
88,-0.464844
89,-0.463135
90,-0.461426
91,-0.464844
92,-0.463135
93,-0.459717
94,-0.461426
95,-0.463135
96,-0.463135
97,-0.466553
98,-0.464844
99,-0.463135
100,-0.47168
101,-0.463135
102,-0.463135
103,-0.463135
104,-0.466553
105,-0.47168
106,-0.463135
107,-0.461426
108,-0.464844
109,-0.469971
110,-0.461426
111,-0.466553
112,-0.464844
113,-0.463135
114,-0.463135
115,-0.463135
116,-0.459717
117,-0.466553
118,-0.466553
119,-0.463135
120,-0.461426
121,-0.466553
122,-0.464844
123,-0.464844
124,-0.458008
125,-0.464844
126,-0.464844
127,-0.469971
128,-0.464844
129,-0.468262
130,-0.464844
131,-0.463135
132,-0.47168
133,-0.464844
134,-0.461426
135,-0.47168
136,-0.468262
137,-0.456299
138,-0.463135
139,-0.473389
140,-0.468262
141,-0.458008
142,-0.468262
143,-0.47168
144,-0.464844
145,-0.463135
146,-0.466553
147,-0.459717
148,-0.473389
149,-0.468262
150,-0.459717
151,-0.463135
152,-0.473389
153,-0.466553
154,-0.463135
155,-0.47168
156,-0.473389
157,-0.459717
158,-0.463135
159,-0.47168
160,-0.464844
161,-0.463135
162,-0.468262
163,-0.47168
164,-0.461426
165,-0.463135
166,-0.468262
167,-0.468262
168,-0.464844
169,-0.464844
170,-0.47168
171,-0.468262
172,-0.463135
173,-0.468262
174,-0.466553
175,-0.468262
176,-0.47168
177,-0.459717
178,-0.468262
179,-0.473389
180,-0.463135
181,-0.461426
182,-0.468262
183,-0.476807
184,-0.461426
185,-0.463135
186,-0.473389
187,-0.468262
188,-0.466553
189,-0.466553
190,-0.476807
191,-0.463135
192,-0.463135
193,-0.473389
194,-0.47168
195,-0.461426
196,-0.461426
197,-0.47168
198,-0.473389
199,-0.461426
200,-0.458008
201,-0.473389
202,-0.47168
203,-0.459717
204,-0.463135
205,-0.475098
206,-0.468262
207,-0.458008
208,-0.463135
209,-0.473389
210,-0.464844
211,-0.459717
212,-0.469971
213,-0.469971
214,-0.464844
215,-0.466553
216,-0.47168
217,-0.468262
218,-0.469971
219,-0.464844
220,-0.468262
221,-0.475098
222,-0.468262
223,-0.464844
224,-0.469971
225,-0.475098
226,-0.468262
227,-0.458008
228,-0.468262
229,-0.475098
230,-0.466553
