,CURRENT|2
0,-0.129883
1,-0.138428
2,-0.131592
3,-0.123047
4,-0.136719
5,-0.13501
6,-0.124756
7,-0.123047
8,-0.13501
9,-0.138428
10,-0.133301
11,-0.129883
12,-0.131592
13,-0.136719
14,-0.13501
15,-0.124756
16,-0.128174
17,-0.136719
18,-0.133301
19,-0.131592
20,-0.13501
21,-0.138428
22,-0.126465
23,-0.129883
24,-0.136719
25,-0.136719
26,-0.123047
27,-0.131592
28,-0.131592
29,-0.126465
30,-0.126465
31,-0.136719
32,-0.136719
33,-0.124756
34,-0.133301
35,-0.136719
36,-0.128174
37,-0.129883
38,-0.13501
39,-0.131592
40,-0.126465
41,-0.136719
42,-0.138428
43,-0.124756
44,-0.131592
45,-0.138428
46,-0.131592
47,-0.124756
48,-0.140137
49,-0.140137
50,-0.128174
51,-0.128174
52,-0.138428
53,-0.133301
54,-0.128174
55,-0.129883
56,-0.138428
57,-0.133301
58,-0.124756
59,-0.136719
60,-0.133301
61,-0.124756
62,-0.13501
63,-0.140137
64,-0.129883
65,-0.126465
66,-0.13501
67,-0.136719
68,-0.13501
69,-0.128174
70,-0.133301
71,-0.129883
72,-0.128174
73,-0.13501
74,-0.133301
75,-0.123047
76,-0.136719
77,-0.136719
78,-0.126465
79,-0.129883
80,-0.138428
81,-0.131592
82,-0.126465
83,-0.133301
84,-0.13501
85,-0.124756
86,-0.124756
87,-0.13501
88,-0.13501
89,-0.129883
90,-0.128174
91,-0.136719
92,-0.13501
93,-0.128174
94,-0.133301
95,-0.140137
96,-0.128174
97,-0.128174
98,-0.141846
99,-0.131592
100,-0.124756
101,-0.138428
102,-0.133301
103,-0.124756
104,-0.13501
105,-0.140137
106,-0.131592
107,-0.128174
108,-0.13501
109,-0.138428
110,-0.126465
111,-0.129883
112,-0.138428
113,-0.136719
114,-0.126465
115,-0.128174
116,-0.138428
117,-0.138428
118,-0.124756
119,-0.13501
120,-0.140137
121,-0.126465
122,-0.129883
123,-0.141846
124,-0.138428
125,-0.126465
126,-0.13501
127,-0.140137
128,-0.128174
129,-0.128174
130,-0.140137
131,-0.140137
132,-0.128174
133,-0.131592
134,-0.136719
135,-0.133301
136,-0.131592
137,-0.13501
138,-0.133301
139,-0.131592
140,-0.131592
141,-0.136719
142,-0.131592
143,-0.128174
144,-0.133301
145,-0.138428
146,-0.13501
147,-0.128174
148,-0.131592
149,-0.13501
150,-0.131592
151,-0.136719
152,-0.13501
