,CURRENT|1,CURRENT|6
0,-0.281982,0.0
1,-0.278564,0.0
2,-0.251221,0.0
3,-0.292236,0.0
4,-0.261475,0.0
5,-0.266602,0.0
6,-0.292236,0.0
7,-0.251221,0.0
8,-0.281982,0.0
9,-0.278564,0.0
10,-0.25293,0.0
11,-0.292236,0.0
12,-0.259766,0.0
13,-0.27002,0.0
14,-0.287109,0.0
15,-0.251221,0.0
16,-0.288818,0.0
17,-0.271729,0.0
18,-0.256348,0.0
19,-0.293945,0.0
20,-0.25293,0.0
21,-0.273438,0.0
22,-0.283691,0.0
23,-0.249512,0.0
24,-0.288818,0.0
25,-0.266602,0.0
26,-0.259766,0.0
27,-0.293945,0.0
28,-0.251221,0.0
29,-0.276855,0.0
30,-0.281982,0.0
31,-0.249512,0.0
32,-0.292236,0.0
33,-0.259766,0.0
34,-0.264893,0.0
35,-0.292236,0.0
36,-0.249512,0.0
37,-0.281982,0.0
38,-0.273438,0.0
39,-0.25293,0.0
40,-0.288818,0.0
41,-0.259766,0.0
42,-0.268311,0.0
43,-0.287109,0.0
44,-0.246094,0.0
45,-0.2854,0.0
46,-0.27002,0.0
47,-0.25293,0.0
48,-0.293945,0.0
49,-0.25293,0.0
50,-0.27002,0.0
51,-0.2854,0.0
52,-0.247803,0.0
53,-0.2854,0.0
54,-0.268311,0.0
55,-0.258057,0.0
56,-0.292236,0.0
57,-0.251221,0.0
58,-0.275146,0.0
59,-0.276855,0.0
60,-0.247803,0.0
61,-0.287109,0.0
62,-0.261475,0.0
63,-0.261475,0.0
64,-0.288818,0.0
65,-0.247803,0.0
66,-0.278564,0.0
67,-0.275146,0.0
68,-0.249512,0.0
69,-0.290527,0.0
70,-0.258057,0.0
71,-0.264893,0.0
72,-0.287109,0.0
73,-0.249512,0.0
74,-0.281982,0.0
75,-0.271729,0.0
76,-0.25293,0.0
77,-0.293945,0.0
78,-0.251221,0.0
79,-0.271729,0.0
80,-0.283691,0.0
81,-0.247803,0.0
82,-0.2854,0.0
83,-0.264893,0.0
84,-0.258057,0.0
85,-0.290527,0.0
86,-0.249512,0.0
87,-0.275146,0.0
88,-0.276855,0.0
89,-0.246094,0.0
90,-0.288818,0.0
91,-0.263184,0.0
92,-0.259766,0.0
93,-0.288818,0.0
94,-0.251221,0.0
95,-0.276855,0.0
96,-0.276855,0.0
97,-0.246094,0.0
98,-0.292236,0.0
99,-0.256348,0.0
100,-0.263184,0.0
101,-0.288818,0.0
102,-0.247803,0.0
103,-0.280273,0.0
104,-0.273438,0.0
105,-0.249512,0.0
106,-0.292236,0.0
107,-0.256348,0.0
108,-0.268311,0.0
109,-0.2854,0.0
110,-0.246094,0.0
111,-0.283691,0.0
112,-0.27002,0.0
