,CURRENT|1,CURRENT|6
300,-0.187988,0.0
301,-0.181152,0.0
302,-0.155518,0.0
303,-0.20166,0.0
304,-0.150391,0.0
305,-0.186279,0.0
306,-0.181152,0.0
307,-0.153809,0.0
308,-0.203369,0.0
309,-0.150391,0.0
310,-0.186279,0.0
311,-0.182861,0.0
312,-0.150391,0.0
313,-0.203369,0.0
314,-0.150391,0.0
315,-0.18457,0.0
316,-0.18457,0.0
317,-0.1521,0.0
318,-0.203369,0.0
319,-0.155518,0.0
320,-0.181152,0.0
321,-0.186279,0.0
322,-0.150391,0.0
323,-0.203369,0.0
324,-0.153809,0.0
325,-0.179443,0.0
326,-0.189697,0.0
327,-0.1521,0.0
328,-0.203369,0.0
329,-0.153809,0.0
330,-0.179443,0.0
331,-0.191406,0.0
332,-0.150391,0.0
333,-0.20166,0.0
334,-0.157227,0.0
335,-0.179443,0.0
336,-0.189697,0.0
337,-0.1521,0.0
338,-0.203369,0.0
339,-0.160645,0.0
340,-0.174316,0.0
341,-0.193115,0.0
342,-0.150391,0.0
343,-0.20166,0.0
344,-0.160645,0.0
345,-0.172607,0.0
346,-0.193115,0.0
347,-0.1521,0.0
348,-0.199951,0.0
349,-0.164062,0.0
350,-0.169189,0.0
351,-0.198242,0.0
352,-0.148682,0.0
353,-0.20166,0.0
354,-0.16748,0.0
355,-0.16748,0.0
356,-0.198242,0.0
357,-0.148682,0.0
358,-0.203369,0.0
359,-0.165771,0.0
360,-0.169189,0.0
361,-0.199951,0.0
362,-0.148682,0.0
363,-0.199951,0.0
364,-0.16748,0.0
365,-0.169189,0.0
366,-0.199951,0.0
367,-0.148682,0.0
368,-0.20166,0.0
369,-0.16748,0.0
370,-0.169189,0.0
371,-0.199951,0.0
372,-0.150391,0.0
373,-0.196533,0.0
374,-0.170898,0.0
375,-0.165771,0.0
376,-0.20166,0.0
377,-0.150391,0.0
378,-0.198242,0.0
379,-0.174316,0.0
380,-0.164062,0.0
381,-0.203369,0.0
382,-0.150391,0.0
383,-0.198242,0.0
384,-0.176025,0.0
385,-0.165771,0.0
386,-0.203369,0.0
387,-0.150391,0.0
388,-0.194824,0.0
389,-0.177734,0.0
390,-0.164062,0.0
391,-0.205078,0.0
392,-0.155518,0.0
393,-0.196533,0.0
394,-0.181152,0.0
395,-0.162354,0.0
396,-0.208496,0.0
397,-0.155518,0.0
398,-0.191406,0.0
399,-0.18457,0.0
400,-0.158936,0.0
401,-0.206787,0.0
402,-0.158936,0.0
403,-0.191406,0.0
404,-0.191406,0.0
405,-0.157227,0.0
406,-0.208496,0.0
407,-0.158936,0.0
408,-0.186279,0.0
409,-0.193115,0.0
410,-0.155518,0.0
411,-0.210205,0.0
412,-0.162354,0.0
413,-0.186279,0.0
414,-0.194824,0.0
415,-0.155518,0.0
416,-0.205078,0.0
417,-0.165771,0.0
418,-0.18457,0.0
419,-0.198242,0.0
420,-0.155518,0.0
421,-0.208496,0.0
422,-0.169189,0.0
423,-0.181152,0.0
424,-0.199951,0.0
425,-0.153809,0.0
426,-0.208496,0.0
427,-0.169189,0.0
428,-0.177734,0.0
429,-0.203369,0.0
430,-0.153809,0.0
431,-0.206787,0.0
432,-0.170898,0.0
433,-0.179443,0.0
434,-0.203369,0.0
435,-0.153809,0.0
436,-0.206787,0.0
437,-0.174316,0.0
438,-0.174316,0.0
439,-0.206787,0.0
440,-0.155518,0.0
441,-0.20166,0.0
442,-0.179443,0.0
443,-0.172607,0.0
444,-0.210205,0.0
445,-0.158936,0.0
446,-0.20166,0.0
447,-0.182861,0.0
448,-0.169189,0.0
449,-0.210205,0.0
450,-0.158936,0.0
451,-0.198242,0.0
452,-0.186279,0.0
453,-0.164062,0.0
454,-0.213623,0.0
455,-0.157227,0.0
456,-0.196533,0.0
457,-0.189697,0.0
458,-0.165771,0.0
459,-0.210205,0.0
460,-0.162354,0.0
461,-0.194824,0.0
462,-0.193115,0.0
463,-0.164062,0.0
464,-0.213623,0.0
465,-0.162354,0.0
466,-0.191406,0.0
467,-0.196533,0.0
468,-0.158936,0.0
469,-0.213623,0.0
470,-0.165771,0.0
471,-0.189697,0.0
472,-0.198242,0.0
473,-0.158936,0.0
474,-0.213623,0.0
475,-0.16748,0.0
476,-0.186279,0.0
477,-0.198242,0.0
478,-0.158936,0.0
479,-0.208496,0.0
480,-0.170898,0.0
481,-0.182861,0.0
482,-0.203369,0.0
483,-0.155518,0.0
484,-0.210205,0.0
485,-0.172607,0.0
486,-0.181152,0.0
487,-0.205078,0.0
488,-0.157227,0.0
489,-0.210205,0.0
490,-0.177734,0.0
491,-0.174316,0.0
492,-0.210205,0.0
493,-0.157227,0.0
494,-0.210205,0.0
495,-0.179443,0.0
496,-0.176025,0.0
497,-0.210205,0.0
498,-0.157227,0.0
499,-0.205078,0.0
500,-0.182861,0.0
501,-0.172607,0.0
502,-0.213623,0.0
503,-0.158936,0.0
504,-0.203369,0.0
505,-0.18457,0.0
506,-0.170898,0.0
507,-0.213623,0.0
508,-0.160645,0.0
509,-0.205078,0.0
510,-0.18457,0.0
511,-0.172607,0.0
512,-0.211914,0.0
513,-0.165771,0.0
514,-0.199951,0.0
515,-0.189697,0.0
516,-0.16748,0.0
517,-0.217041,0.0
518,-0.162354,0.0
519,-0.199951,0.0
520,-0.189697,0.0
521,-0.16748,0.0
522,-0.211914,0.0
523,-0.165771,0.0
524,-0.196533,0.0
525,-0.198242,0.0
526,-0.165771,0.0
527,-0.211914,0.0
528,-0.169189,0.0
529,-0.193115,0.0
530,-0.199951,0.0
531,-0.162354,0.0
532,-0.213623,0.0
533,-0.16748,0.0
534,-0.191406,0.0
535,-0.203369,0.0
536,-0.158936,0.0
537,-0.215332,0.0
538,-0.170898,0.0
539,-0.187988,0.0
540,-0.203369,0.0
541,-0.160645,0.0
542,-0.213623,0.0
543,-0.172607,0.0
544,-0.182861,0.0
545,-0.206787,0.0
546,-0.158936,0.0
547,-0.211914,0.0
548,-0.176025,0.0
549,-0.182861,0.0
550,-0.211914,0.0
551,-0.160645,0.0
552,-0.210205,0.0
553,-0.181152,0.0
554,-0.177734,0.0
555,-0.211914,0.0
556,-0.158936,0.0
557,-0.205078,0.0
558,-0.182861,0.0
559,-0.174316,0.0
560,-0.213623,0.0
561,-0.162354,0.0
562,-0.203369,0.0
563,-0.189697,0.0
564,-0.16748,0.0
565,-0.213623,0.0
566,-0.165771,0.0
567,-0.199951,0.0
568,-0.193115,0.0
569,-0.169189,0.0
570,-0.215332,0.0
571,-0.165771,0.0
572,-0.198242,0.0
573,-0.199951,0.0
574,-0.165771,0.0
575,-0.215332,0.0
576,-0.170898,0.0
577,-0.193115,0.0
578,-0.203369,0.0
579,-0.164062,0.0
580,-0.213623,0.0
581,-0.16748,0.0
582,-0.191406,0.0
583,-0.203369,0.0
584,-0.165771,0.0
585,-0.213623,0.0
586,-0.176025,0.0
587,-0.189697,0.0
588,-0.206787,0.0
589,-0.164062,0.0
590,-0.217041,0.0
591,-0.174316,0.0
592,-0.187988,0.0
593,-0.208496,0.0
594,-0.164062,0.0
595,-0.213623,0.0
596,-0.181152,0.0
597,-0.181152,0.0
598,-0.211914,0.0
599,-0.162354,0.0
600,-0.211914,0.0
601,-0.182861,0.0
602,-0.179443,0.0
603,-0.215332,0.0
604,-0.165771,0.0
605,-0.208496,0.0
606,-0.186279,0.0
607,-0.177734,0.0
608,-0.217041,0.0
609,-0.164062,0.0
610,-0.208496,0.0
611,-0.187988,0.0
612,-0.176025,0.0
613,-0.217041,0.0
614,-0.162354,0.0
615,-0.205078,0.0
616,-0.193115,0.0
617,-0.172607,0.0
618,-0.215332,0.0
619,-0.16748,0.0
620,-0.203369,0.0
621,-0.196533,0.0
622,-0.169189,0.0
623,-0.21875,0.0
624,-0.16748,0.0
625,-0.20166,0.0
626,-0.199951,0.0
627,-0.170898,0.0
628,-0.215332,0.0
629,-0.172607,0.0
630,-0.196533,0.0
631,-0.205078,0.0
632,-0.165771,0.0
633,-0.217041,0.0
634,-0.176025,0.0
635,-0.193115,0.0
636,-0.208496,0.0
637,-0.165771,0.0
638,-0.215332,0.0
639,-0.177734,0.0
640,-0.189697,0.0
641,-0.211914,0.0
642,-0.164062,0.0
643,-0.217041,0.0
644,-0.181152,0.0
645,-0.18457,0.0
646,-0.211914,0.0
647,-0.164062,0.0
648,-0.213623,0.0
649,-0.186279,0.0
650,-0.181152,0.0
651,-0.215332,0.0
652,-0.165771,0.0
653,-0.213623,0.0
654,-0.187988,0.0
655,-0.179443,0.0
656,-0.215332,0.0
657,-0.165771,0.0
658,-0.210205,0.0
659,-0.187988,0.0
660,-0.177734,0.0
661,-0.215332,0.0
662,-0.165771,0.0
663,-0.210205,0.0
664,-0.191406,0.0
665,-0.177734,0.0
666,-0.217041,0.0
667,-0.165771,0.0
668,-0.208496,0.0
669,-0.191406,0.0
670,-0.176025,0.0
671,-0.21875,0.0
672,-0.16748,0.0
673,-0.206787,0.0
674,-0.194824,0.0
675,-0.174316,0.0
676,-0.215332,0.0
677,-0.169189,0.0
678,-0.205078,0.0
679,-0.194824,0.0
680,-0.174316,0.0
681,-0.217041,0.0
682,-0.170898,0.0
683,-0.203369,0.0
684,-0.198242,0.0
685,-0.174316,0.0
686,-0.21875,0.0
687,-0.172607,0.0
688,-0.20166,0.0
689,-0.199951,0.0
690,-0.170898,0.0
691,-0.217041,0.0
692,-0.176025,0.0
693,-0.194824,0.0
694,-0.205078,0.0
695,-0.16748,0.0
696,-0.21875,0.0
697,-0.177734,0.0
698,-0.191406,0.0
699,-0.210205,0.0
700,-0.16748,0.0
701,-0.215332,0.0
702,-0.182861,0.0
703,-0.18457,0.0
704,-0.213623,0.0
705,-0.165771,0.0
706,-0.211914,0.0
707,-0.186279,0.0
708,-0.181152,0.0
709,-0.213623,0.0
710,-0.16748,0.0
711,-0.210205,0.0
712,-0.189697,0.0
713,-0.179443,0.0
714,-0.217041,0.0
715,-0.16748,0.0
716,-0.208496,0.0
717,-0.193115,0.0
718,-0.176025,0.0
719,-0.21875,0.0
720,-0.169189,0.0
721,-0.210205,0.0
722,-0.194824,0.0
723,-0.176025,0.0
724,-0.21875,0.0
725,-0.169189,0.0
726,-0.203369,0.0
727,-0.199951,0.0
728,-0.170898,0.0
729,-0.220459,0.0
730,-0.169189,0.0
731,-0.199951,0.0
732,-0.20166,0.0
733,-0.170898,0.0
734,-0.21875,0.0
735,-0.176025,0.0
736,-0.196533,0.0
737,-0.205078,0.0
738,-0.169189,0.0
739,-0.217041,0.0
740,-0.176025,0.0
741,-0.194824,0.0
742,-0.208496,0.0
743,-0.165771,0.0
744,-0.21875,0.0
745,-0.177734,0.0
746,-0.189697,0.0
747,-0.208496,0.0
748,-0.165771,0.0
749,-0.215332,0.0
750,-0.177734,0.0
751,-0.187988,0.0
752,-0.211914,0.0
753,-0.165771,0.0
754,-0.215332,0.0
755,-0.18457,0.0
756,-0.186279,0.0
757,-0.213623,0.0
758,-0.16748,0.0
759,-0.213623,0.0
760,-0.18457,0.0
761,-0.182861,0.0
762,-0.217041,0.0
763,-0.165771,0.0
764,-0.210205,0.0
765,-0.189697,0.0
766,-0.181152,0.0
767,-0.213623,0.0
768,-0.169189,0.0
769,-0.210205,0.0
770,-0.193115,0.0
771,-0.177734,0.0
772,-0.21875,0.0
773,-0.170898,0.0
774,-0.206787,0.0
775,-0.198242,0.0
776,-0.172607,0.0
777,-0.21875,0.0
778,-0.174316,0.0
779,-0.20166,0.0
780,-0.20166,0.0
781,-0.172607,0.0
782,-0.220459,0.0
783,-0.176025,0.0
784,-0.196533,0.0
785,-0.205078,0.0
786,-0.16748,0.0
787,-0.21875,0.0
788,-0.177734,0.0
789,-0.193115,0.0
790,-0.208496,0.0
791,-0.16748,0.0
792,-0.217041,0.0
793,-0.181152,0.0
794,-0.189697,0.0
795,-0.215332,0.0
796,-0.16748,0.0
797,-0.215332,0.0
798,-0.187988,0.0
799,-0.186279,0.0
800,-0.21875,0.0
801,-0.169189,0.0
802,-0.210205,0.0
803,-0.191406,0.0
804,-0.182861,0.0
805,-0.21875,0.0
806,-0.169189,0.0
807,-0.210205,0.0
808,-0.193115,0.0
809,-0.179443,0.0
810,-0.220459,0.0
811,-0.169189,0.0
812,-0.210205,0.0
813,-0.199951,0.0
814,-0.177734,0.0
815,-0.222168,0.0
816,-0.174316,0.0
817,-0.206787,0.0
818,-0.203369,0.0
819,-0.174316,0.0
820,-0.223877,0.0
821,-0.176025,0.0
822,-0.20166,0.0
823,-0.205078,0.0
824,-0.174316,0.0
825,-0.21875,0.0
826,-0.177734,0.0
827,-0.199951,0.0
828,-0.208496,0.0
829,-0.169189,0.0
830,-0.222168,0.0
831,-0.177734,0.0
832,-0.198242,0.0
833,-0.211914,0.0
834,-0.172607,0.0
835,-0.21875,0.0
836,-0.18457,0.0
837,-0.194824,0.0
838,-0.215332,0.0
839,-0.170898,0.0
840,-0.21875,0.0
841,-0.182861,0.0
842,-0.191406,0.0
843,-0.217041,0.0
844,-0.169189,0.0
845,-0.217041,0.0
846,-0.191406,0.0
847,-0.186279,0.0
848,-0.21875,0.0
849,-0.169189,0.0
850,-0.217041,0.0
851,-0.191406,0.0
852,-0.18457,0.0
853,-0.222168,0.0
854,-0.172607,0.0
855,-0.213623,0.0
856,-0.198242,0.0
857,-0.182861,0.0
858,-0.223877,0.0
859,-0.170898,0.0
860,-0.213623,0.0
861,-0.20166,0.0
862,-0.177734,0.0
863,-0.225586,0.0
864,-0.174316,0.0
865,-0.208496,0.0
866,-0.205078,0.0
867,-0.179443,0.0
868,-0.222168,0.0
869,-0.176025,0.0
870,-0.205078,0.0
871,-0.206787,0.0
872,-0.176025,0.0
873,-0.222168,0.0
874,-0.181152,0.0
875,-0.199951,0.0
876,-0.210205,0.0
877,-0.174316,0.0
878,-0.222168,0.0
879,-0.179443,0.0
880,-0.198242,0.0
881,-0.213623,0.0
882,-0.172607,0.0
883,-0.220459,0.0
884,-0.18457,0.0
885,-0.194824,0.0
886,-0.21875,0.0
887,-0.169189,0.0
888,-0.220459,0.0
889,-0.191406,0.0
890,-0.189697,0.0
891,-0.220459,0.0
892,-0.172607,0.0
893,-0.21875,0.0
894,-0.191406,0.0
895,-0.187988,0.0
896,-0.220459,0.0
897,-0.174316,0.0
898,-0.215332,0.0
899,-0.194824,0.0
900,-0.18457,0.0
901,-0.225586,0.0
902,-0.170898,0.0
903,-0.215332,0.0
904,-0.198242,0.0
905,-0.181152,0.0
906,-0.225586,0.0
907,-0.174316,0.0
908,-0.211914,0.0
909,-0.20166,0.0
910,-0.181152,0.0
911,-0.225586,0.0
912,-0.177734,0.0
913,-0.208496,0.0
914,-0.206787,0.0
915,-0.176025,0.0
916,-0.229004,0.0
917,-0.177734,0.0
918,-0.206787,0.0
919,-0.210205,0.0
920,-0.174316,0.0
921,-0.227295,0.0
922,-0.182861,0.0
923,-0.203369,0.0
924,-0.213623,0.0
925,-0.174316,0.0
926,-0.225586,0.0
927,-0.182861,0.0
928,-0.199951,0.0
929,-0.215332,0.0
930,-0.172607,0.0
931,-0.223877,0.0
932,-0.189697,0.0
933,-0.194824,0.0
934,-0.220459,0.0
935,-0.172607,0.0
936,-0.220459,0.0
937,-0.191406,0.0
938,-0.194824,0.0
939,-0.220459,0.0
940,-0.172607,0.0
941,-0.222168,0.0
942,-0.193115,0.0
943,-0.189697,0.0
944,-0.229004,0.0
945,-0.174316,0.0
946,-0.220459,0.0
947,-0.199951,0.0
948,-0.186279,0.0
949,-0.225586,0.0
950,-0.177734,0.0
951,-0.215332,0.0
952,-0.203369,0.0
953,-0.18457,0.0
954,-0.229004,0.0
955,-0.174316,0.0
956,-0.213623,0.0
957,-0.203369,0.0
958,-0.181152,0.0
959,-0.225586,0.0
960,-0.177734,0.0
961,-0.210205,0.0
962,-0.210205,0.0
963,-0.177734,0.0
964,-0.227295,0.0
965,-0.182861,0.0
966,-0.205078,0.0
967,-0.213623,0.0
968,-0.177734,0.0
969,-0.227295,0.0
970,-0.18457,0.0
971,-0.20166,0.0
972,-0.215332,0.0
973,-0.177734,0.0
974,-0.223877,0.0
975,-0.187988,0.0
976,-0.194824,0.0
977,-0.21875,0.0
978,-0.176025,0.0
979,-0.220459,0.0
980,-0.191406,0.0
981,-0.194824,0.0
982,-0.223877,0.0
983,-0.176025,0.0
984,-0.222168,0.0
985,-0.196533,0.0
986,-0.189697,0.0
987,-0.223877,0.0
988,-0.177734,0.0
989,-0.220459,0.0
990,-0.199951,0.0
991,-0.186279,0.0
992,-0.225586,0.0
993,-0.179443,0.0
994,-0.213623,0.0
995,-0.205078,0.0
996,-0.18457,0.0
997,-0.225586,0.0
998,-0.181152,0.0
999,-0.210205,0.0
1000,-0.210205,0.0
1001,-0.179443,0.0
1002,-0.227295,0.0
1003,-0.186279,0.0
1004,-0.203369,0.0
1005,-0.215332,0.0
1006,-0.177734,0.0
1007,-0.225586,0.0
1008,-0.189697,0.0
1009,-0.198242,0.0
1010,-0.21875,0.0
1011,-0.177734,0.0
1012,-0.222168,0.0
1013,-0.189697,0.0
1014,-0.196533,0.0
1015,-0.223877,0.0
1016,-0.174316,0.0
1017,-0.222168,0.0
1018,-0.196533,0.0
1019,-0.189697,0.0
1020,-0.227295,0.0
1021,-0.177734,0.0
1022,-0.21875,0.0
1023,-0.20166,0.0
1024,-0.186279,0.0
1025,-0.229004,0.0
1026,-0.177734,0.0
1027,-0.213623,0.0
1028,-0.206787,0.0
1029,-0.182861,0.0
1030,-0.223877,0.0
1031,-0.18457,0.0
1032,-0.208496,0.0
1033,-0.210205,0.0
1034,-0.181152,0.0
1035,-0.227295,0.0
1036,-0.187988,0.0
1037,-0.203369,0.0
1038,-0.217041,0.0
1039,-0.177734,0.0
1040,-0.227295,0.0
1041,-0.189697,0.0
1042,-0.199951,0.0
1043,-0.220459,0.0
1044,-0.177734,0.0
1045,-0.223877,0.0
1046,-0.193115,0.0
1047,-0.198242,0.0
1048,-0.223877,0.0
1049,-0.177734,0.0
1050,-0.222168,0.0
1051,-0.198242,0.0
1052,-0.191406,0.0
1053,-0.229004,0.0
1054,-0.177734,0.0
1055,-0.223877,0.0
1056,-0.20166,0.0
1057,-0.187988,0.0
1058,-0.227295,0.0
1059,-0.182861,0.0
1060,-0.21875,0.0
1061,-0.205078,0.0
1062,-0.186279,0.0
1063,-0.229004,0.0
1064,-0.181152,0.0
1065,-0.217041,0.0
1066,-0.208496,0.0
1067,-0.18457,0.0
1068,-0.230713,0.0
1069,-0.181152,0.0
1070,-0.215332,0.0
1071,-0.213623,0.0
1072,-0.181152,0.0
1073,-0.230713,0.0
1074,-0.18457,0.0
1075,-0.206787,0.0
1076,-0.217041,0.0
1077,-0.181152,0.0
1078,-0.229004,0.0
1079,-0.189697,0.0
1080,-0.203369,0.0
1081,-0.223877,0.0
1082,-0.179443,0.0
1083,-0.222168,0.0
1084,-0.199951,0.0
1085,-0.196533,0.0
1086,-0.227295,0.0
1087,-0.179443,0.0
1088,-0.21875,0.0
1089,-0.205078,0.0
1090,-0.187988,0.0
1091,-0.229004,0.0
1092,-0.182861,0.0
1093,-0.213623,0.0
1094,-0.210205,0.0
1095,-0.18457,0.0
1096,-0.229004,0.0
1097,-0.186279,0.0
1098,-0.211914,0.0
1099,-0.215332,0.0
1100,-0.18457,0.0
1101,-0.230713,0.0
1102,-0.189697,0.0
1103,-0.208496,0.0
1104,-0.21875,0.0
1105,-0.179443,0.0
1106,-0.229004,0.0
1107,-0.193115,0.0
1108,-0.20166,0.0
1109,-0.223877,0.0
1110,-0.177734,0.0
1111,-0.227295,0.0
1112,-0.196533,0.0
1113,-0.198242,0.0
1114,-0.227295,0.0
1115,-0.182861,0.0
1116,-0.223877,0.0
1117,-0.203369,0.0
1118,-0.193115,0.0
1119,-0.229004,0.0
1120,-0.18457,0.0
1121,-0.21875,0.0
1122,-0.208496,0.0
1123,-0.187988,0.0
1124,-0.230713,0.0
1125,-0.186279,0.0
1126,-0.213623,0.0
1127,-0.215332,0.0
1128,-0.18457,0.0
1129,-0.234131,0.0
1130,-0.189697,0.0
1131,-0.210205,0.0
1132,-0.220459,0.0
1133,-0.181152,0.0
1134,-0.229004,0.0
1135,-0.194824,0.0
1136,-0.20166,0.0
1137,-0.225586,0.0
1138,-0.181152,0.0
1139,-0.227295,0.0
1140,-0.198242,0.0
1141,-0.196533,0.0
1142,-0.230713,0.0
1143,-0.181152,0.0
1144,-0.222168,0.0
1145,-0.203369,0.0
1146,-0.191406,0.0
1147,-0.230713,0.0
1148,-0.182861,0.0
1149,-0.220459,0.0
1150,-0.208496,0.0
