time,value
84510,-1.3202
84520,-1.0332
84530,-0.9758
84540,-1.0332
84550,-1.0906
84560,-0.9184
84570,-0.9184
84580,-0.9184
84590,-0.8035999999999998
84600,-0.861
84610,-0.6888
84620,-0.6888
84630,-0.574
84640,-0.4017999999999999
84650,-0.287
84660,-0.0574
84670,0.4017999999999999
84680,0.8035999999999998
84690,1.0906
84700,1.3202
84710,1.2628
84720,1.0332
84730,0.8035999999999998
84740,0.9184
84750,0.9758
84760,0.9758
84770,1.2628
84780,1.2054
84790,1.148
84800,1.2628
84810,1.3776
84820,1.2628
84830,1.2628
84840,1.2054
84850,1.2054
84860,1.3202
84870,1.3202
84880,1.3776
84890,1.0906
84900,1.148
84910,1.2054
84920,1.3202
84930,1.2628
84940,1.0906
84950,1.0906
84960,1.148
84970,1.0332
84980,1.2054
84990,0.9758
85000,0.9758
85010,1.2054
85020,1.0332
85030,1.0906
85040,0.9758
85050,1.2054
85060,1.0332
85070,1.0332
85080,0.9184
85090,1.148
85100,1.0332
85110,0.9758
85120,0.9184
85130,0.9758
85140,1.0332
85150,0.9184
85160,0.861
85170,1.148
85180,1.0332
85190,0.9758
85200,0.861
85210,1.0332
85220,1.0332
85230,0.9758
85240,0.9184
85250,1.0906
85260,0.9758
85270,1.0332
85280,1.0332
85290,1.0906
85300,1.0906
85310,0.9184
85320,0.9758
85330,1.0332
85340,0.9758
85350,0.9184
85360,0.8035999999999998
85370,1.0906
85380,1.0332
85390,0.861
85400,0.861
85410,1.0332
85420,1.0332
85430,1.0332
85440,0.9184
85450,1.0906
85460,1.0332
85470,1.0332
85480,0.9184
85490,1.148
85500,1.148
85510,0.861
85520,1.0906
85530,1.148
85540,1.148
85550,0.9758
85560,0.9758
85570,1.0906
85580,1.0906
85590,0.9184
85600,0.9184
85610,1.0332
85620,1.0906
85630,0.9758
85640,0.8035999999999998
85650,1.0332
85660,0.9184
85670,0.861
85680,0.8035999999999998
85690,0.9758
85700,0.9184
85710,0.8035999999999998
85720,0.7462
85730,0.861
85740,0.861
85750,0.861
85760,0.6888
85770,0.6888
85780,0.7462
85790,0.7462
85800,0.7462
85810,0.6314
85820,0.5166
85830,0.574
85840,0.4592
85850,0.5166
85860,0.6888
85870,0.574
85880,0.6314
85890,0.6314
85900,0.8035999999999998
85910,0.5166
85920,0.5166
85930,0.6888
85940,0.574
85950,0.4592
85960,0.4592
85970,0.7462
85980,0.9184
85990,1.0906
86000,1.2054
86010,1.2054
86020,1.3776
86030,1.3776
86040,1.435
86050,1.435
86060,1.435
86070,1.4924000000000002
86080,1.5498
86090,1.6071999999999995
86100,1.6071999999999995
86110,1.6071999999999995
86120,1.6646
86130,1.6646
86140,1.6071999999999995
86150,1.5498
86160,1.4924000000000002
