time,value
10210,-1.7794
10220,-1.722
10230,-1.8368
10240,-1.722
10250,-1.7794
10260,-1.9516
10270,-1.6071999999999995
10280,-1.5498
10290,-1.6071999999999995
10300,-1.6071999999999995
10310,-1.5498
10320,-1.4924000000000002
10330,-1.4924000000000002
10340,-1.6646
10350,-1.6646
10360,-1.722
10370,-1.5498
10380,-1.8368
10390,-1.5498
10400,-1.6071999999999995
10410,-1.5498
10420,-1.5498
10430,-1.4924000000000002
10440,-1.3776
10450,-1.4924000000000002
10460,-1.5498
10470,-1.3202
10480,-1.6071999999999995
10490,-1.435
10500,-1.6646
10510,-1.3202
10520,-1.4924000000000002
10530,-1.2628
10540,-1.3776
10550,-1.2628
10560,-1.2628
10570,-1.2628
10580,-1.2054
10590,-1.148
10600,-1.3202
10610,-1.148
10620,-1.2054
10630,-1.3202
10640,-1.0906
10650,-0.9758
10660,-1.0332
10670,-1.148
10680,-1.0332
10690,-0.9758
10700,-1.0332
10710,-0.861
10720,-0.8035999999999998
10730,-0.7462
10740,-0.6888
10750,-0.6888
10760,-0.8035999999999998
10770,-0.7462
10780,-0.7462
10790,-0.6314
10800,-0.6314
10810,-0.861
10820,-0.861
10830,-0.8035999999999998
10840,-0.7462
10850,-0.7462
10860,-0.6888
10870,-0.6888
10880,-0.9184
10890,-0.861
10900,-1.0332
10910,-0.8035999999999998
10920,-1.0332
10930,-0.8035999999999998
10940,-0.8035999999999998
10950,-1.0332
10960,-0.9758
10970,-0.7462
10980,-0.8035999999999998
10990,-1.0332
11000,-1.3776
11010,-1.7794
11020,-1.9516
11030,-2.0664
11040,-2.1238
11050,-2.2386
11060,-2.296
11070,-2.3534
11080,-2.4682
11090,-2.5256000000000003
11100,-2.583
11110,-2.583
11120,-2.5256000000000003
11130,-2.3534
11140,-1.9516
11150,-1.435
11160,-1.2054
11170,-1.2054
11180,-1.3776
11190,-1.2054
11200,-1.2054
11210,-1.148
11220,-1.0906
11230,-1.0332
11240,-0.861
11250,-0.861
11260,-0.7462
11270,-0.6888
11280,-0.574
11290,-0.4592
11300,-0.4017999999999999
11310,-0.3444
11320,-0.3444
11330,-0.2296
11340,-0.0574
11350,0.0
11360,0.287
11370,0.574
11380,0.861
