time,value
10210,1.3202
10220,1.3202
10230,1.4924000000000002
10240,1.4924000000000002
10250,1.2628
10260,1.2628
10270,1.2054
10280,1.3202
10290,1.435
10300,1.3202
10310,1.4924000000000002
10320,1.722
10330,1.4924000000000002
10340,1.435
10350,1.3202
10360,1.3202
10370,1.3202
10380,1.3776
10390,1.3776
10400,1.435
10410,1.2628
10420,1.3202
10430,1.3776
10440,1.3202
10450,1.3776
10460,1.0906
10470,1.2054
10480,1.2628
10490,1.2628
10500,1.2054
10510,1.148
10520,1.3202
10530,1.2628
10540,1.2054
10550,1.148
10560,1.3202
10570,1.3202
10580,1.2054
10590,1.2054
10600,1.2628
10610,1.2628
10620,1.2054
10630,1.148
10640,1.3202
10650,1.2054
10660,1.2054
10670,1.0906
10680,1.2628
10690,1.2054
10700,1.2054
10710,1.0906
10720,1.3202
10730,1.2054
10740,1.0906
10750,1.0906
10760,1.3202
10770,1.3202
10780,1.148
10790,1.2054
10800,1.3776
10810,1.3776
10820,1.3202
10830,1.2628
10840,1.435
10850,1.3202
10860,1.2054
10870,1.148
10880,1.2628
10890,1.2628
10900,1.2054
10910,1.148
10920,1.2628
10930,1.2054
10940,1.2054
10950,1.0906
10960,1.2054
10970,1.3202
10980,1.0906
10990,1.2628
11000,1.3202
11010,1.3776
11020,1.3202
11030,1.2628
11040,1.3776
11050,1.3202
11060,1.2054
11070,1.2054
11080,1.2628
11090,1.3202
11100,1.2054
11110,1.2628
11120,1.3202
11130,1.2628
11140,1.148
11150,1.0332
11160,1.2054
11170,1.2054
11180,1.0332
11190,1.0332
11200,1.148
11210,1.2054
11220,1.0332
11230,1.0332
11240,0.9758
11250,1.0906
11260,1.0332
11270,0.9184
11280,0.8035999999999998
11290,0.8035999999999998
11300,0.861
11310,0.861
11320,0.861
11330,0.9184
11340,0.6888
11350,0.6888
11360,0.7462
11370,0.861
11380,0.7462
11390,0.8035999999999998
11400,0.6888
11410,0.9184
11420,1.148
11430,1.0906
11440,0.8035999999999998
11450,0.861
11460,1.0332
11470,1.2628
11480,1.435
11490,1.6071999999999995
11500,1.7794
11510,1.8368
11520,1.8942
11530,1.8942
11540,1.9516
11550,2.0664
11560,2.0664
11570,2.1812
11580,2.1812
11590,2.296
11600,2.2386
11610,2.296
11620,2.3534
11630,2.3534
11640,2.4682
11650,2.5256000000000003
11660,2.4108
11670,2.4108
11680,2.3534
11690,2.2386
11700,2.0090000000000003
11710,1.6646
11720,1.2628
11730,1.0332
11740,1.0906
11750,1.0332
11760,0.9758
11770,0.861
11780,0.8035999999999998
11790,0.6888
11800,0.6314
11810,0.4017999999999999
11820,0.1722
11830,0.0574
11840,-0.3444
11850,-0.6314
11860,-1.0906
11870,-1.435
11880,-1.4924000000000002
11890,-1.4924000000000002
11900,-1.3776
11910,-1.2054
11920,-1.3202
11930,-1.3202
11940,-1.2054
11950,-1.435
11960,-1.4924000000000002
11970,-1.435
11980,-1.4924000000000002
11990,-1.5498
12000,-1.435
12010,-1.5498
12020,-1.5498
12030,-1.435
12040,-1.4924000000000002
12050,-1.5498
12060,-1.5498
12070,-1.3776
12080,-1.3776
12090,-1.435
12100,-1.6071999999999995
12110,-1.6071999999999995
12120,-1.3776
12130,-1.435
12140,-1.4924000000000002
12150,-1.4924000000000002
12160,-1.4924000000000002
12170,-1.3202
12180,-1.2628
12190,-1.4924000000000002
12200,-1.3776
12210,-1.2628
12220,-1.2054
12230,-1.4924000000000002
12240,-1.2628
12250,-1.3202
12260,-1.2054
12270,-1.3776
12280,-1.3202
12290,-1.2628
12300,-1.2628
12310,-1.3776
12320,-1.3202
12330,-1.3202
12340,-1.148
