time,value
6810,1.435
6820,1.3776
6830,1.3202
6840,1.3202
6850,1.5498
6860,1.4924000000000002
6870,1.2628
6880,1.3202
6890,1.2628
6900,1.3202
6910,1.3776
6920,1.3202
6930,1.4924000000000002
6940,1.722
6950,1.6071999999999995
6960,1.5498
6970,1.3202
6980,1.2628
6990,1.3202
7000,1.3776
7010,1.3776
7020,1.435
7030,1.2054
7040,1.3202
7050,1.3202
7060,1.3776
7070,1.3202
7080,1.148
7090,1.2628
7100,1.3202
7110,1.2628
7120,1.2054
7130,1.148
7140,1.3202
7150,1.2628
7160,1.2054
7170,1.148
7180,1.3202
7190,1.3202
7200,1.0906
7210,1.2054
7220,1.2628
7230,1.2628
7240,1.0906
7250,1.148
7260,1.3202
7270,1.2054
7280,1.2054
7290,1.0906
7300,1.2628
7310,1.2628
7320,1.2054
7330,1.0906
7340,1.3202
7350,1.148
7360,1.0906
7370,1.0906
7380,1.2628
7390,1.3202
7400,1.2054
7410,1.2628
7420,1.3776
7430,1.3202
7440,1.3202
7450,1.2628
7460,1.4924000000000002
7470,1.3202
7480,1.2054
7490,1.148
7500,1.2054
7510,1.3202
7520,1.2054
7530,1.148
7540,1.2628
7550,1.2054
7560,1.0906
7570,1.148
7580,1.2054
7590,1.2628
7600,1.0906
7610,1.2054
7620,1.3202
7630,1.3776
7640,1.3202
7650,1.2054
7660,1.3776
7670,1.3776
7680,1.2054
7690,1.2054
7700,1.2628
7710,1.3202
7720,1.2054
7730,1.2054
7740,1.3202
7750,1.2628
7760,1.0906
7770,1.0906
7780,1.2054
7790,1.2054
7800,1.0906
7810,1.0906
7820,1.148
7830,1.2054
7840,1.0332
7850,1.0906
7860,0.9184
7870,1.0332
7880,1.0906
7890,0.9184
7900,0.8035999999999998
7910,0.8035999999999998
7920,0.8035999999999998
7930,0.9184
7940,0.9184
7950,0.9184
7960,0.6888
7970,0.6888
7980,0.7462
7990,0.8035999999999998
8000,0.6888
8010,0.7462
8020,0.7462
8030,0.9758
8040,1.2054
8050,1.0906
8060,0.8035999999999998
8070,0.8035999999999998
8080,1.0906
8090,1.2054
8100,1.435
8110,1.5498
8120,1.6646
8130,1.7794
8140,1.8942
8150,1.8942
8160,1.8942
8170,1.9516
8180,2.0664
8190,2.1238
8200,2.1238
8210,2.2386
8220,2.296
8230,2.296
8240,2.3534
8250,2.4108
8260,2.4682
8270,2.4108
8280,2.5256000000000003
8290,2.4108
8300,2.3534
8310,2.2386
8320,2.0664
8330,1.6071999999999995
8340,1.2054
8350,0.9184
8360,1.0332
8370,1.0906
8380,0.9184
8390,0.861
8400,0.8035999999999998
8410,0.6888
8420,0.6314
8430,0.4017999999999999
8440,0.287
8450,0.0574
8460,-0.2296
8470,-0.6314
8480,-1.0332
8490,-1.4924000000000002
8500,-1.435
8510,-1.4924000000000002
8520,-1.3776
8530,-1.3202
8540,-1.2628
8550,-1.3202
8560,-1.2054
8570,-1.4924000000000002
8580,-1.435
8590,-1.435
8600,-1.435
8610,-1.435
8620,-1.435
8630,-1.5498
8640,-1.435
8650,-1.435
8660,-1.5498
8670,-1.5498
8680,-1.5498
8690,-1.3776
8700,-1.3776
8710,-1.435
8720,-1.6071999999999995
8730,-1.5498
8740,-1.3776
8750,-1.435
8760,-1.4924000000000002
8770,-1.435
8780,-1.4924000000000002
8790,-1.3202
8800,-1.2628
8810,-1.4924000000000002
8820,-1.3776
8830,-1.2628
8840,-1.2054
8850,-1.3776
8860,-1.2628
8870,-1.3202
8880,-1.2628
8890,-1.4924000000000002
8900,-1.3202
8910,-1.148
8920,-1.2628
8930,-1.3776
8940,-1.3202
8950,-1.2628
8960,-1.2054
8970,-1.3202
8980,-1.2628
8990,-1.148
9000,-1.148
9010,-1.2054
9020,-1.2628
9030,-1.0906
9040,-1.0332
9050,-1.3202
9060,-1.2054
9070,-1.148
9080,-1.2054
9090,-1.3776
9100,-1.3776
9110,-1.2628
9120,-1.2628
9130,-1.435
9140,-1.3776
9150,-1.2628
9160,-1.2054
9170,-1.3776
9180,-1.3776
9190,-1.148
9200,-1.2054
9210,-1.148
9220,-1.148
9230,-1.148
9240,-1.0906
9250,-1.3202
9260,-1.148
9270,-1.148
9280,-1.0332
9290,-1.2628
9300,-1.148
9310,-1.2628
9320,-1.148
9330,-1.3776
9340,-1.2054
9350,-1.2628
9360,-1.148
9370,-1.3202
9380,-1.3776
9390,-1.148
9400,-1.148
9410,-1.2628
9420,-1.2628
9430,-1.148
9440,-1.0332
9450,-1.148
9460,-1.0332
9470,-1.0906
9480,-0.9184
9490,-1.0906
9500,-0.9758
9510,-0.8035999999999998
9520,-0.9758
9530,-0.9184
9540,-0.9758
9550,-0.861
9560,-0.8035999999999998
9570,-0.7462
9580,-0.861
9590,-0.9184
9600,-0.9184
9610,-0.7462
9620,-0.6888
9630,-0.6314
9640,-0.6888
9650,-0.7462
9660,-0.9184
9670,-0.861
9680,-0.8035999999999998
9690,-0.8035999999999998
9700,-0.9758
9710,-0.8035999999999998
9720,-0.861
9730,-1.0332
9740,-0.861
9750,-0.6888
9760,-0.6888
9770,-0.9184
9780,-1.0332
9790,-1.2628
9800,-1.4924000000000002
