time,value
30430,-1.8368
30440,-1.6646
30450,-1.4924000000000002
30460,-1.2054
30470,-0.9184
30480,-0.861
30490,-0.861
30500,-0.861
30510,-0.7462
30520,-0.6888
30530,-0.6314
30540,-0.574
30550,-0.5166
30560,-0.4592
30570,-0.4017999999999999
30580,-0.287
30590,-0.287
30600,-0.287
30610,-0.1722
30620,-0.0574
30630,-0.0574
30640,0.1722
30650,0.3444
30660,0.6314
30670,0.861
30680,1.148
30690,1.3202
30700,1.2628
30710,1.0906
30720,0.8035999999999998
30730,0.9758
30740,1.0332
30750,0.9758
30760,1.0332
30770,1.3202
30780,1.148
30790,1.2054
30800,1.2054
30810,1.3776
30820,1.2628
30830,1.2628
30840,1.2628
30850,1.2054
30860,1.3776
30870,1.3776
30880,1.3776
30890,1.2054
30900,1.148
30910,1.2054
30920,1.3202
30930,1.2054
30940,1.0906
30950,1.148
30960,1.2054
30970,1.0906
30980,1.2054
30990,1.0332
31000,0.9758
31010,1.2054
31020,1.0332
31030,1.0906
31040,0.9758
31050,1.148
31060,1.0332
31070,1.0332
31080,0.9184
31090,1.148
31100,1.0906
31110,0.9758
31120,0.9758
31130,0.9758
31140,0.9758
31150,1.0332
31160,0.9184
31170,1.148
31180,1.0906
31190,0.9758
31200,0.861
31210,1.0906
31220,1.0332
31230,0.9758
31240,0.9184
31250,1.2054
31260,1.0332
31270,1.0332
31280,0.9758
31290,1.148
31300,1.148
31310,0.9184
31320,0.9184
31330,0.9758
31340,0.9758
31350,0.9184
31360,0.861
31370,1.0906
31380,1.0332
31390,0.9758
31400,0.9184
31410,1.0332
31420,1.0332
31430,1.0906
31440,0.9184
31450,1.148
31460,0.9758
31470,1.0332
31480,0.9184
31490,1.0906
31500,1.2054
31510,0.9758
31520,1.0906
31530,1.148
31540,1.0332
31550,1.0332
31560,0.9184
31570,1.148
31580,1.0906
31590,0.9758
31600,0.9184
31610,1.0332
31620,1.0332
31630,0.9758
31640,0.861
31650,1.0906
31660,0.861
31670,0.861
31680,0.8035999999999998
31690,0.9184
31700,0.9758
31710,0.7462
31720,0.8035999999999998
31730,0.9184
31740,0.861
31750,0.861
31760,0.6888
31770,0.8035999999999998
31780,0.7462
31790,0.6888
31800,0.6314
31810,0.6314
31820,0.5166
31830,0.4592
31840,0.4592
31850,0.4592
31860,0.6314
31870,0.574
31880,0.6314
31890,0.6314
31900,0.8035999999999998
31910,0.574
31920,0.4592
31930,0.6314
31940,0.574
31950,0.4017999999999999
31960,0.4592
31970,0.6888
31980,0.9758
31990,1.148
32000,1.2054
32010,1.3202
32020,1.435
32030,1.435
32040,1.5498
32050,1.6071999999999995
32060,1.5498
32070,1.6071999999999995
32080,1.722
32090,1.722
32100,1.722
32110,1.722
32120,1.6646
32130,1.6646
32140,1.5498
32150,1.3202
32160,1.0332
32170,0.8035999999999998
32180,0.7462
32190,0.8035999999999998
32200,0.7462
32210,0.6888
32220,0.6314
32230,0.5166
32240,0.4592
32250,0.4592
32260,0.2296
32270,0.287
32280,0.2296
32290,0.1148
32300,0.0
32310,0.0
32320,0.0
32330,-0.2296
32340,-0.4017999999999999
32350,-0.7462
32360,-1.0906
32370,-1.2628
32380,-1.3776
32390,-1.3776
32400,-1.0332
32410,-0.9758
32420,-1.0906
32430,-1.2628
32440,-1.2054
32450,-1.0906
32460,-1.2628
32470,-1.0332
32480,-1.0906
32490,-1.2054
32500,-1.2628
32510,-1.3202
32520,-1.5498
32530,-1.435
32540,-1.3776
32550,-1.3202
32560,-1.2054
32570,-1.2628
32580,-1.3202
32590,-1.4924000000000002
32600,-1.435
32610,-1.3776
32620,-1.3202
32630,-1.3202
32640,-1.2054
32650,-1.2628
32660,-1.0906
32670,-1.148
32680,-1.2628
