time,value
189780,-1.2054
189790,-0.8035999999999998
189800,-0.287
189810,0.3444
189820,1.0906
189830,1.435
189840,1.5498
189850,1.435
189860,1.2054
189870,1.148
189880,1.2628
189890,1.0332
189900,1.0906
189910,1.0906
189920,1.2054
189930,1.148
189940,1.2628
189950,1.3202
189960,1.3202
189970,1.435
189980,1.3202
189990,1.2628
190000,1.2628
190010,1.3202
190020,1.2054
190030,1.2054
190040,1.2054
190050,1.148
190060,1.148
190070,1.0906
190080,1.148
190090,1.148
190100,1.148
190110,1.0906
190120,1.0332
190130,1.2054
190140,1.0906
190150,1.0906
190160,1.0906
190170,1.2054
190180,1.0332
190190,1.0906
190200,0.9758
190210,1.148
190220,1.0332
190230,0.9184
190240,1.0332
190250,1.0332
190260,0.9758
190270,0.9184
190280,0.861
190290,1.0906
190300,0.9184
190310,0.9758
190320,0.861
190330,0.9758
190340,1.0906
190350,1.0906
190360,1.0906
190370,1.2628
190380,1.0906
190390,1.0906
190400,1.0906
190410,1.2054
190420,1.0906
190430,0.9184
190440,1.0332
190450,1.0906
190460,1.0332
190470,0.9758
190480,0.9758
190490,1.0906
190500,0.9184
190510,1.0332
190520,0.9184
190530,1.0906
190540,0.9758
190550,0.9758
190560,0.9758
190570,1.2054
190580,1.0332
190590,1.0906
190600,1.0906
190610,1.0906
190620,1.148
190630,0.9758
190640,1.0906
190650,1.0906
190660,1.0332
190670,0.9758
190680,0.9184
190690,1.0906
190700,0.9758
190710,0.9758
190720,0.9184
190730,1.0906
190740,0.9184
190750,1.0332
190760,0.9184
190770,1.0906
190780,0.9184
190790,0.861
190800,0.861
190810,0.9758
190820,0.9758
190830,0.7462
190840,0.7462
190850,0.8035999999999998
190860,0.7462
190870,0.6888
190880,0.574
190890,0.574
190900,0.6314
190910,0.6888
190920,0.4592
190930,0.5166
190940,0.4017999999999999
190950,0.5166
190960,0.574
190970,0.5166
190980,0.5166
190990,0.574
191000,0.6888
191010,0.4592
191020,0.5166
191030,0.574
191040,0.4592
191050,0.7462
191060,1.0906
191070,1.0906
191080,0.861
191090,0.6314
191100,0.5166
191110,0.574
191120,0.6888
191130,0.861
191140,0.9184
191150,0.861
191160,0.861
191170,0.9184
191180,0.9184
191190,0.9184
191200,0.9184
191210,0.9758
191220,0.9758
191230,1.0332
191240,1.0332
191250,1.0332
191260,1.0332
191270,1.0906
191280,1.0906
191290,1.0906
191300,1.0906
191310,1.148
191320,1.148
191330,1.148
191340,1.148
191350,1.2054
191360,1.2054
191370,1.2628
191380,1.2054
191390,1.2054
191400,1.2628
191410,1.2628
191420,1.2628
191430,1.2628
191440,1.2054
191450,1.0332
191460,0.9184
191470,0.574
191480,0.1722
191490,-0.287
191500,-0.9184
191510,-1.3776
191520,-1.435
191530,-1.435
191540,-1.148
191550,-0.861
191560,-1.0332
191570,-1.0332
191580,-1.148
191590,-1.2054
191600,-1.2628
191610,-1.2628
191620,-1.3202
191630,-1.2054
191640,-1.2628
191650,-1.2628
191660,-1.3202
191670,-1.435
191680,-1.435
191690,-1.435
191700,-1.2054
191710,-1.2628
191720,-1.148
191730,-1.3202
191740,-1.435
191750,-1.2628
191760,-1.0906
191770,-1.2628
191780,-1.3202
191790,-1.2054
191800,-1.2054
191810,-1.148
191820,-1.3202
191830,-1.0906
191840,-1.0906
191850,-1.0332
191860,-1.148
191870,-0.9758
191880,-0.9758
191890,-1.0332
191900,-1.2054
191910,-1.0332
191920,-1.0906
191930,-1.0332
191940,-1.148
191950,-1.2054
191960,-1.0332
191970,-1.0906
191980,-1.2628
191990,-1.0906
192000,-1.0332
192010,-1.0332
192020,-1.2628
192030,-0.9758
192040,-0.9758
192050,-0.9184
192060,-1.148
192070,-0.9758
192080,-0.9184
192090,-1.0332
192100,-1.2628
192110,-1.0906
192120,-1.0332
192130,-0.9758
192140,-1.2628
192150,-1.0906
192160,-1.0906
192170,-1.0906
192180,-1.3202
192190,-1.0906
192200,-1.0906
192210,-1.0332
192220,-1.2628
192230,-1.0906
192240,-1.0332
192250,-0.9758
192260,-1.0906
192270,-0.9758
192280,-0.861
192290,-0.9758
192300,-1.148
192310,-0.9184
192320,-0.9758
192330,-0.9184
192340,-1.148
192350,-1.148
192360,-1.0906
192370,-1.0906
192380,-1.2628
192390,-1.0906
192400,-1.148
192410,-1.0906
192420,-1.3202
192430,-1.0906
192440,-1.0332
192450,-0.9184
192460,-1.0906
192470,-0.9758
192480,-0.861
192490,-0.8035999999999998
192500,-1.0332
192510,-0.861
192520,-0.6314
192530,-0.6888
192540,-0.8035999999999998
192550,-0.861
192560,-0.6888
192570,-0.6314
192580,-0.7462
192590,-0.7462
192600,-0.9184
192610,-0.8035999999999998
192620,-0.574
192630,-0.5166
192640,-0.287
192650,-0.574
192660,-0.574
192670,-0.6888
192680,-0.6888
192690,-0.8035999999999998
192700,-0.6314
192710,-0.8035999999999998
192720,-0.574
192730,-0.5166
192740,-0.6888
192750,-0.861
192760,-0.8035999999999998
192770,-0.6888
192780,-0.574
192790,-0.6314
192800,-0.8035999999999998
192810,-1.0332
192820,-1.0906
192830,-1.0332
192840,-1.148
192850,-1.148
192860,-1.2054
192870,-1.2054
192880,-1.2628
192890,-1.2628
192900,-1.3776
192910,-1.3776
192920,-1.3776
192930,-1.3776
192940,-1.435
192950,-1.435
192960,-1.435
192970,-1.4924000000000002
192980,-1.4924000000000002
192990,-1.5498
193000,-1.6071999999999995
193010,-1.6071999999999995
193020,-1.6646
193030,-1.6071999999999995
193040,-1.6646
193050,-1.722
193060,-1.7794
193070,-1.722
193080,-1.722
193090,-1.7794
193100,-1.7794
193110,-1.7794
193120,-1.7794
193130,-1.722
193140,-1.6071999999999995
193150,-1.3776
