time,value
0,0.9758
10,1.4924000000000002
20,1.6646
30,1.6646
40,1.435
50,1.0332
60,1.0906
70,1.0906
80,0.9758
90,1.148
100,1.2054
110,1.435
120,1.4924000000000002
130,1.5498
140,1.6071999999999995
150,1.435
160,1.3776
170,1.3202
180,1.4924000000000002
190,1.435
200,1.6646
210,1.435
220,1.2628
230,1.2628
240,1.4924000000000002
250,1.3776
260,1.2628
270,1.3202
280,1.3776
290,1.4924000000000002
300,1.435
310,1.2628
320,1.4924000000000002
330,1.5498
340,1.435
350,1.3202
360,1.5498
370,1.5498
380,1.435
390,1.3202
400,1.5498
410,1.4924000000000002
420,1.3202
430,1.435
440,1.3202
450,1.4924000000000002
460,1.435
470,1.2054
480,1.435
490,1.4924000000000002
500,1.435
510,1.3202
520,1.4924000000000002
530,1.6071999999999995
540,1.6646
550,1.4924000000000002
560,1.8368
570,1.722
580,1.722
590,1.6071999999999995
600,1.722
610,1.7794
620,1.5498
630,1.6071999999999995
640,1.6646
650,1.7794
660,1.6646
670,1.5498
680,1.6646
690,1.722
700,1.6071999999999995
710,1.6071999999999995
720,1.6646
730,1.8368
740,1.7794
750,1.722
760,2.0090000000000003
770,1.8942
780,2.0090000000000003
790,1.8942
800,2.0090000000000003
810,2.0090000000000003
820,1.7794
830,1.9516
840,2.0090000000000003
850,2.0090000000000003
860,1.8368
870,1.7794
880,2.0090000000000003
890,2.0664
900,1.8942
910,1.8368
920,1.8942
930,2.0664
940,2.0090000000000003
950,1.8368
960,2.0664
970,2.0090000000000003
980,2.0090000000000003
990,1.8942
1000,1.8942
1010,2.0664
1020,1.8368
1030,1.722
1040,1.7794
1050,1.7794
1060,1.8368
1070,1.722
1080,1.722
1090,1.6071999999999995
1100,1.6071999999999995
1110,1.6646
1120,1.7794
1130,1.435
1140,1.435
1150,1.3776
1160,1.2628
1170,1.3202
1180,1.4924000000000002
1190,1.5498
1200,1.4924000000000002
1210,1.5498
1220,1.435
1230,1.4924000000000002
1240,1.6646
1250,1.7794
1260,1.6646
1270,1.435
1280,1.2628
1290,1.148
1300,1.2054
1310,1.3776
1320,1.435
1330,1.4924000000000002
1340,1.435
1350,1.435
1360,1.3776
1370,1.3776
1380,1.435
1390,1.435
1400,1.435
1410,1.435
1420,1.435
1430,1.435
1440,1.435
1450,1.3776
1460,1.435
1470,1.435
1480,1.3776
1490,1.3776
1500,1.3776
1510,1.435
1520,1.3776
1530,1.3776
1540,1.3776
1550,1.3776
1560,1.3776
1570,1.3776
1580,1.3776
1590,1.3776
1600,1.3776
1610,1.3776
1620,1.3776
1630,1.2628
1640,1.0906
1650,0.861
1660,0.574
1670,0.1722
1680,-0.3444
1690,-0.861
1700,-1.2054
1710,-1.3202
1720,-1.3202
1730,-1.0332
1740,-0.7462
1750,-0.9184
1760,-0.9184
1770,-1.0906
1780,-1.0906
1790,-1.2628
1800,-1.3776
1810,-1.5498
1820,-1.3202
1830,-1.3776
1840,-1.2054
1850,-1.2054
1860,-1.2628
1870,-1.5498
1880,-1.435
1890,-1.3776
1900,-1.2628
1910,-1.0332
1920,-1.3202
1930,-1.4924000000000002
1940,-1.2628
1950,-1.0332
1960,-1.2628
1970,-1.3202
1980,-1.3202
1990,-1.148
2000,-1.0906
2010,-1.3202
2020,-1.2054
2030,-1.148
2040,-1.0332
2050,-1.2054
2060,-1.148
2070,-0.9758
2080,-0.9758
2090,-1.2054
2100,-1.148
2110,-1.0906
2120,-0.9184
2130,-1.2054
2140,-1.2628
2150,-1.0332
2160,-1.0906
2170,-1.2054
2180,-1.2054
2190,-1.0906
2200,-0.9758
2210,-1.2628
2220,-1.0906
2230,-1.0332
2240,-0.9184
2250,-1.2054
2260,-1.0906
2270,-0.9184
2280,-0.9184
2290,-1.2628
2300,-1.148
2310,-1.148
2320,-0.9758
2330,-1.2628
2340,-1.2054
2350,-1.0906
2360,-1.0332
2370,-1.148
2380,-1.2054
2390,-1.0906
2400,-0.9758
2410,-1.2628
2420,-1.148
2430,-1.0906
2440,-0.9184
2450,-1.2054
2460,-1.0906
2470,-0.9184
2480,-0.9184
2490,-1.148
2500,-1.0906
2510,-0.9758
2520,-0.861
2530,-1.148
2540,-1.2628
2550,-1.0332
2560,-0.9758
2570,-1.2054
2580,-1.2054
2590,-1.0906
2600,-0.9758
2610,-1.2628
2620,-1.0906
2630,-1.0332
2640,-0.9184
2650,-1.148
2660,-0.9758
2670,-0.9184
2680,-0.8035999999999998
2690,-0.9758
2700,-0.9758
2710,-0.6888
2720,-0.7462
2730,-0.7462
2740,-0.9184
2750,-0.8035999999999998
2760,-0.6888
2770,-0.6888
2780,-0.6314
2790,-0.8035999999999998
2800,-0.7462
2810,-0.6888
2820,-0.5166
2830,-0.4017999999999999
2840,-0.4017999999999999
2850,-0.4592
2860,-0.574
2870,-0.6888
2880,-0.861
2890,-0.6888
2900,-0.9184
2910,-0.7462
2920,-0.6314
2930,-0.6888
2940,-0.9184
2950,-0.9184
2960,-0.6314
2970,-0.574
2980,-0.574
2990,-0.7462
3000,-0.9758
3010,-0.9758
3020,-1.0332
3030,-1.0332
3040,-1.0332
3050,-1.0332
3060,-1.0332
3070,-1.0906
3080,-1.148
3090,-1.148
3100,-1.148
3110,-1.2054
3120,-1.2054
3130,-1.2628
3140,-1.2628
3150,-1.2628
3160,-1.3202
3170,-1.3202
3180,-1.3776
3190,-1.3776
3200,-1.3776
3210,-1.435
3220,-1.435
3230,-1.435
3240,-1.4924000000000002
3250,-1.435
3260,-1.5498
3270,-1.4924000000000002
3280,-1.6071999999999995
3290,-1.5498
3300,-1.6071999999999995
3310,-1.5498
3320,-1.435
3330,-1.3202
3340,-1.148
